category,filename,image_path,roi_id,x1,y1,x2,y2,width,height,area
Affective,019.jpg,data/CAT2000/trainSet/Stimuli/Affective/019.jpg,ROI_01,841,212,1121,657,280,445,124600
Affective,021.jpg,data/CAT2000/trainSet/Stimuli/Affective/021.jpg,ROI_00,751,360,1123,758,372,398,148056
Affective,021.jpg,data/CAT2000/trainSet/Stimuli/Affective/021.jpg,ROI_01,931,755,1037,871,106,116,12296
Affective,023.jpg,data/CAT2000/trainSet/Stimuli/Affective/023.jpg,ROI_00,845,38,1218,815,373,777,289821
Affective,025.jpg,data/CAT2000/trainSet/Stimuli/Affective/025.jpg,ROI_00,235,249,425,446,190,197,37430
Affective,025.jpg,data/CAT2000/trainSet/Stimuli/Affective/025.jpg,ROI_01,839,396,1182,881,343,485,166355
Affective,027.jpg,data/CAT2000/trainSet/Stimuli/Affective/027.jpg,ROI_00,753,109,899,270,146,161,23506
Affective,027.jpg,data/CAT2000/trainSet/Stimuli/Affective/027.jpg,ROI_01,474,178,673,348,199,170,33830
Affective,027.jpg,data/CAT2000/trainSet/Stimuli/Affective/027.jpg,ROI_02,800,382,1051,791,251,409,102659
Affective,029.jpg,data/CAT2000/trainSet/Stimuli/Affective/029.jpg,ROI_00,276,214,600,516,324,302,97848
Affective,029.jpg,data/CAT2000/trainSet/Stimuli/Affective/029.jpg,ROI_01,851,385,1277,680,426,295,125670
Affective,031.jpg,data/CAT2000/trainSet/Stimuli/Affective/031.jpg,ROI_00,864,189,1259,644,395,455,179725
Affective,033.jpg,data/CAT2000/trainSet/Stimuli/Affective/033.jpg,ROI_00,622,171,1253,842,631,671,423401
Affective,035.jpg,data/CAT2000/trainSet/Stimuli/Affective/035.jpg,ROI_00,827,227,1119,711,292,484,141328
Affective,037.jpg,data/CAT2000/trainSet/Stimuli/Affective/037.jpg,ROI_00,857,173,1096,637,239,464,110896
Affective,037.jpg,data/CAT2000/trainSet/Stimuli/Affective/037.jpg,ROI_01,1185,972,1316,1079,131,107,14017
Affective,039.jpg,data/CAT2000/trainSet/Stimuli/Affective/039.jpg,ROI_00,861,233,1226,813,365,580,211700
Affective,041.jpg,data/CAT2000/trainSet/Stimuli/Affective/041.jpg,ROI_00,792,224,1080,617,288,393,113184
Affective,041.jpg,data/CAT2000/trainSet/Stimuli/Affective/041.jpg,ROI_01,799,631,916,742,117,111,12987
Affective,043.jpg,data/CAT2000/trainSet/Stimuli/Affective/043.jpg,ROI_00,836,140,1091,598,255,458,116790
Affective,043.jpg,data/CAT2000/trainSet/Stimuli/Affective/043.jpg,ROI_01,1479,191,1599,355,120,164,19680
Affective,045.jpg,data/CAT2000/trainSet/Stimuli/Affective/045.jpg,ROI_00,519,43,834,303,315,260,81900
Affective,045.jpg,data/CAT2000/trainSet/Stimuli/Affective/045.jpg,ROI_01,412,431,634,629,222,198,43956
Affective,045.jpg,data/CAT2000/trainSet/Stimuli/Affective/045.jpg,ROI_02,883,423,1058,690,175,267,46725
Affective,047.jpg,data/CAT2000/trainSet/Stimuli/Affective/047.jpg,ROI_00,864,222,1153,701,289,479,138431
Affective,049.jpg,data/CAT2000/trainSet/Stimuli/Affective/049.jpg,ROI_00,851,170,1209,641,358,471,168618
Affective,049.jpg,data/CAT2000/trainSet/Stimuli/Affective/049.jpg,ROI_01,515,437,700,584,185,147,27195
Affective,049.jpg,data/CAT2000/trainSet/Stimuli/Affective/049.jpg,ROI_02,1377,525,1591,657,214,132,28248
Affective,049.jpg,data/CAT2000/trainSet/Stimuli/Affective/049.jpg,ROI_03,1032,653,1107,762,75,109,8175
Affective,051.jpg,data/CAT2000/trainSet/Stimuli/Affective/051.jpg,ROI_00,1232,190,1471,485,239,295,70505
Affective,051.jpg,data/CAT2000/trainSet/Stimuli/Affective/051.jpg,ROI_01,374,344,514,464,140,120,16800
Affective,051.jpg,data/CAT2000/trainSet/Stimuli/Affective/051.jpg,ROI_02,890,395,1107,639,217,244,52948
Affective,053.jpg,data/CAT2000/trainSet/Stimuli/Affective/053.jpg,ROI_00,510,272,633,480,123,208,25584
Affective,053.jpg,data/CAT2000/trainSet/Stimuli/Affective/053.jpg,ROI_01,817,188,1081,639,264,451,119064
Affective,053.jpg,data/CAT2000/trainSet/Stimuli/Affective/053.jpg,ROI_02,1405,352,1585,583,180,231,41580
Affective,055.jpg,data/CAT2000/trainSet/Stimuli/Affective/055.jpg,ROI_00,1183,201,1351,350,168,149,25032
Affective,055.jpg,data/CAT2000/trainSet/Stimuli/Affective/055.jpg,ROI_01,790,215,1149,644,359,429,154011
Affective,057.jpg,data/CAT2000/trainSet/Stimuli/Affective/057.jpg,ROI_00,808,134,1113,678,305,544,165920
Affective,057.jpg,data/CAT2000/trainSet/Stimuli/Affective/057.jpg,ROI_01,901,679,994,762,93,83,7719
Affective,059.jpg,data/CAT2000/trainSet/Stimuli/Affective/059.jpg,ROI_00,853,72,1170,715,317,643,203831
Affective,061.jpg,data/CAT2000/trainSet/Stimuli/Affective/061.jpg,ROI_00,845,204,1164,601,319,397,126643
Affective,061.jpg,data/CAT2000/trainSet/Stimuli/Affective/061.jpg,ROI_01,486,724,744,917,258,193,49794
Affective,063.jpg,data/CAT2000/trainSet/Stimuli/Affective/063.jpg,ROI_00,780,226,1136,648,356,422,150232
Affective,065.jpg,data/CAT2000/trainSet/Stimuli/Affective/065.jpg,ROI_00,816,283,1168,707,352,424,149248
Affective,065.jpg,data/CAT2000/trainSet/Stimuli/Affective/065.jpg,ROI_01,718,926,849,1060,131,134,17554
Affective,067.jpg,data/CAT2000/trainSet/Stimuli/Affective/067.jpg,ROI_00,788,411,1117,741,329,330,108570
Affective,069.jpg,data/CAT2000/trainSet/Stimuli/Affective/069.jpg,ROI_00,721,403,1126,887,405,484,196020
Affective,071.jpg,data/CAT2000/trainSet/Stimuli/Affective/071.jpg,ROI_00,684,365,1129,739,445,374,166430
Affective,071.jpg,data/CAT2000/trainSet/Stimuli/Affective/071.jpg,ROI_01,1214,544,1316,644,102,100,10200
Affective,073.jpg,data/CAT2000/trainSet/Stimuli/Affective/073.jpg,ROI_00,601,247,1087,664,486,417,202662
Affective,075.jpg,data/CAT2000/trainSet/Stimuli/Affective/075.jpg,ROI_00,856,429,1153,650,297,221,65637
Affective,075.jpg,data/CAT2000/trainSet/Stimuli/Affective/075.jpg,ROI_01,1190,441,1483,651,293,210,61530
Affective,075.jpg,data/CAT2000/trainSet/Stimuli/Affective/075.jpg,ROI_02,468,443,683,655,215,212,45580
Affective,077.jpg,data/CAT2000/trainSet/Stimuli/Affective/077.jpg,ROI_00,1078,88,1292,351,214,263,56282
Affective,077.jpg,data/CAT2000/trainSet/Stimuli/Affective/077.jpg,ROI_01,873,459,1033,639,160,180,28800
Affective,077.jpg,data/CAT2000/trainSet/Stimuli/Affective/077.jpg,ROI_02,1467,690,1605,799,138,109,15042
Affective,077.jpg,data/CAT2000/trainSet/Stimuli/Affective/077.jpg,ROI_03,411,676,693,926,282,250,70500
Affective,079.jpg,data/CAT2000/trainSet/Stimuli/Affective/079.jpg,ROI_00,1253,104,1407,319,154,215,33110
Affective,079.jpg,data/CAT2000/trainSet/Stimuli/Affective/079.jpg,ROI_01,800,407,1203,812,403,405,163215
Affective,081.jpg,data/CAT2000/trainSet/Stimuli/Affective/081.jpg,ROI_00,901,120,1102,340,201,220,44220
Affective,081.jpg,data/CAT2000/trainSet/Stimuli/Affective/081.jpg,ROI_01,874,410,1151,728,277,318,88086
Affective,083.jpg,data/CAT2000/trainSet/Stimuli/Affective/083.jpg,ROI_00,583,257,1057,624,474,367,173958
Affective,085.jpg,data/CAT2000/trainSet/Stimuli/Affective/085.jpg,ROI_00,795,328,1156,625,361,297,107217
Affective,087.jpg,data/CAT2000/trainSet/Stimuli/Affective/087.jpg,ROI_00,710,129,964,422,254,293,74422
Affective,087.jpg,data/CAT2000/trainSet/Stimuli/Affective/087.jpg,ROI_01,1134,202,1320,372,186,170,31620
Affective,087.jpg,data/CAT2000/trainSet/Stimuli/Affective/087.jpg,ROI_02,864,455,1071,637,207,182,37674
Affective,087.jpg,data/CAT2000/trainSet/Stimuli/Affective/087.jpg,ROI_03,343,909,532,1073,189,164,30996
Affective,089.jpg,data/CAT2000/trainSet/Stimuli/Affective/089.jpg,ROI_00,497,167,838,471,341,304,103664
Affective,089.jpg,data/CAT2000/trainSet/Stimuli/Affective/089.jpg,ROI_01,1476,277,1571,398,95,121,11495
Affective,089.jpg,data/CAT2000/trainSet/Stimuli/Affective/089.jpg,ROI_02,844,303,1188,812,344,509,175096
Affective,091.jpg,data/CAT2000/trainSet/Stimuli/Affective/091.jpg,ROI_00,825,327,1232,813,407,486,197802
Affective,093.jpg,data/CAT2000/trainSet/Stimuli/Affective/093.jpg,ROI_00,717,347,1132,663,415,316,131140
Affective,095.jpg,data/CAT2000/trainSet/Stimuli/Affective/095.jpg,ROI_00,758,285,1152,680,394,395,155630
Affective,097.jpg,data/CAT2000/trainSet/Stimuli/Affective/097.jpg,ROI_00,777,184,1116,1024,339,840,284760
Affective,099.jpg,data/CAT2000/trainSet/Stimuli/Affective/099.jpg,ROI_00,885,59,1135,300,250,241,60250
Affective,099.jpg,data/CAT2000/trainSet/Stimuli/Affective/099.jpg,ROI_01,262,217,433,362,171,145,24795
Affective,099.jpg,data/CAT2000/trainSet/Stimuli/Affective/099.jpg,ROI_02,1697,285,1874,450,177,165,29205
Affective,099.jpg,data/CAT2000/trainSet/Stimuli/Affective/099.jpg,ROI_03,842,417,1059,648,217,231,50127
Affective,099.jpg,data/CAT2000/trainSet/Stimuli/Affective/099.jpg,ROI_04,1647,812,1804,1025,157,213,33441
Affective,101.jpg,data/CAT2000/trainSet/Stimuli/Affective/101.jpg,ROI_00,869,341,1183,815,314,474,148836
Affective,103.jpg,data/CAT2000/trainSet/Stimuli/Affective/103.jpg,ROI_00,655,435,1152,798,497,363,180411
Affective,105.jpg,data/CAT2000/trainSet/Stimuli/Affective/105.jpg,ROI_00,767,317,1114,793,347,476,165172
Affective,107.jpg,data/CAT2000/trainSet/Stimuli/Affective/107.jpg,ROI_00,914,62,1146,345,232,283,65656
Affective,107.jpg,data/CAT2000/trainSet/Stimuli/Affective/107.jpg,ROI_01,827,356,1074,646,247,290,71630
Affective,107.jpg,data/CAT2000/trainSet/Stimuli/Affective/107.jpg,ROI_02,725,661,846,767,121,106,12826
Affective,107.jpg,data/CAT2000/trainSet/Stimuli/Affective/107.jpg,ROI_03,1518,856,1675,1072,157,216,33912
Affective,109.jpg,data/CAT2000/trainSet/Stimuli/Affective/109.jpg,ROI_00,660,315,1205,651,545,336,183120
Affective,109.jpg,data/CAT2000/trainSet/Stimuli/Affective/109.jpg,ROI_01,748,661,893,814,145,153,22185
Affective,109.jpg,data/CAT2000/trainSet/Stimuli/Affective/109.jpg,ROI_02,700,1039,761,1080,61,41,2501
Affective,111.jpg,data/CAT2000/trainSet/Stimuli/Affective/111.jpg,ROI_00,714,203,1098,648,384,445,170880
Affective,113.jpg,data/CAT2000/trainSet/Stimuli/Affective/113.jpg,ROI_00,1178,444,1311,625,133,181,24073
Affective,113.jpg,data/CAT2000/trainSet/Stimuli/Affective/113.jpg,ROI_01,765,335,1167,816,402,481,193362
Affective,115.jpg,data/CAT2000/trainSet/Stimuli/Affective/115.jpg,ROI_00,776,237,1294,715,518,478,247604
Affective,117.jpg,data/CAT2000/trainSet/Stimuli/Affective/117.jpg,ROI_00,760,200,1075,670,315,470,148050
Affective,119.jpg,data/CAT2000/trainSet/Stimuli/Affective/119.jpg,ROI_00,774,376,1120,774,346,398,137708
Affective,121.jpg,data/CAT2000/trainSet/Stimuli/Affective/121.jpg,ROI_00,474,204,721,428,247,224,55328
Affective,121.jpg,data/CAT2000/trainSet/Stimuli/Affective/121.jpg,ROI_01,1186,226,1387,433,201,207,41607
Affective,121.jpg,data/CAT2000/trainSet/Stimuli/Affective/121.jpg,ROI_02,729,277,1054,621,325,344,111800
Affective,123.jpg,data/CAT2000/trainSet/Stimuli/Affective/123.jpg,ROI_00,300,243,823,861,523,618,323214
Affective,123.jpg,data/CAT2000/trainSet/Stimuli/Affective/123.jpg,ROI_01,865,423,1072,627,207,204,42228
Affective,125.jpg,data/CAT2000/trainSet/Stimuli/Affective/125.jpg,ROI_00,1129,314,1230,425,101,111,11211
Affective,125.jpg,data/CAT2000/trainSet/Stimuli/Affective/125.jpg,ROI_01,1114,426,1234,512,120,86,10320
Affective,125.jpg,data/CAT2000/trainSet/Stimuli/Affective/125.jpg,ROI_02,580,343,1053,668,473,325,153725
Affective,127.jpg,data/CAT2000/trainSet/Stimuli/Affective/127.jpg,ROI_00,586,392,1180,954,594,562,333828
Affective,127.jpg,data/CAT2000/trainSet/Stimuli/Affective/127.jpg,ROI_01,1246,748,1443,963,197,215,42355
Affective,129.jpg,data/CAT2000/trainSet/Stimuli/Affective/129.jpg,ROI_00,812,318,1208,800,396,482,190872
Affective,131.jpg,data/CAT2000/trainSet/Stimuli/Affective/131.jpg,ROI_00,683,301,1235,678,552,377,208104
Affective,131.jpg,data/CAT2000/trainSet/Stimuli/Affective/131.jpg,ROI_01,857,776,1024,955,167,179,29893
Affective,133.jpg,data/CAT2000/trainSet/Stimuli/Affective/133.jpg,ROI_00,707,331,1233,742,526,411,216186
Affective,135.jpg,data/CAT2000/trainSet/Stimuli/Affective/135.jpg,ROI_00,485,422,604,521,119,99,11781
Affective,135.jpg,data/CAT2000/trainSet/Stimuli/Affective/135.jpg,ROI_01,698,317,1170,798,472,481,227032
Affective,137.jpg,data/CAT2000/trainSet/Stimuli/Affective/137.jpg,ROI_00,434,293,551,453,117,160,18720
Affective,137.jpg,data/CAT2000/trainSet/Stimuli/Affective/137.jpg,ROI_01,755,415,1235,678,480,263,126240
Affective,137.jpg,data/CAT2000/trainSet/Stimuli/Affective/137.jpg,ROI_02,1350,814,1485,939,135,125,16875
Affective,139.jpg,data/CAT2000/trainSet/Stimuli/Affective/139.jpg,ROI_00,841,334,1205,821,364,487,177268
Affective,139.jpg,data/CAT2000/trainSet/Stimuli/Affective/139.jpg,ROI_01,1017,830,1113,918,96,88,8448
Affective,141.jpg,data/CAT2000/trainSet/Stimuli/Affective/141.jpg,ROI_00,632,168,819,384,187,216,40392
Affective,141.jpg,data/CAT2000/trainSet/Stimuli/Affective/141.jpg,ROI_01,885,473,1056,686,171,213,36423
Affective,141.jpg,data/CAT2000/trainSet/Stimuli/Affective/141.jpg,ROI_02,1272,589,1449,744,177,155,27435
Affective,141.jpg,data/CAT2000/trainSet/Stimuli/Affective/141.jpg,ROI_03,872,691,1124,873,252,182,45864
Affective,143.jpg,data/CAT2000/trainSet/Stimuli/Affective/143.jpg,ROI_00,855,468,1137,658,282,190,53580
Affective,143.jpg,data/CAT2000/trainSet/Stimuli/Affective/143.jpg,ROI_01,1233,460,1720,666,487,206,100322
Affective,145.jpg,data/CAT2000/trainSet/Stimuli/Affective/145.jpg,ROI_00,865,128,1183,773,318,645,205110
Affective,147.jpg,data/CAT2000/trainSet/Stimuli/Affective/147.jpg,ROI_00,1191,80,1429,378,238,298,70924
Affective,147.jpg,data/CAT2000/trainSet/Stimuli/Affective/147.jpg,ROI_01,615,204,807,398,192,194,37248
Affective,147.jpg,data/CAT2000/trainSet/Stimuli/Affective/147.jpg,ROI_02,834,384,1036,660,202,276,55752
Affective,149.jpg,data/CAT2000/trainSet/Stimuli/Affective/149.jpg,ROI_00,810,169,1099,714,289,545,157505
Affective,151.jpg,data/CAT2000/trainSet/Stimuli/Affective/151.jpg,ROI_00,1240,136,1482,333,242,197,47674
Affective,151.jpg,data/CAT2000/trainSet/Stimuli/Affective/151.jpg,ROI_01,808,419,1283,835,475,416,197600
Affective,153.jpg,data/CAT2000/trainSet/Stimuli/Affective/153.jpg,ROI_00,451,270,532,366,81,96,7776
Affective,153.jpg,data/CAT2000/trainSet/Stimuli/Affective/153.jpg,ROI_01,767,234,1081,616,314,382,119948
Affective,153.jpg,data/CAT2000/trainSet/Stimuli/Affective/153.jpg,ROI_02,1098,272,1330,520,232,248,57536
Affective,155.jpg,data/CAT2000/trainSet/Stimuli/Affective/155.jpg,ROI_00,755,70,977,319,222,249,55278
Affective,155.jpg,data/CAT2000/trainSet/Stimuli/Affective/155.jpg,ROI_01,897,237,1319,611,422,374,157828
Affective,157.jpg,data/CAT2000/trainSet/Stimuli/Affective/157.jpg,ROI_00,836,149,1186,748,350,599,209650
Affective,159.jpg,data/CAT2000/trainSet/Stimuli/Affective/159.jpg,ROI_00,853,400,1444,719,591,319,188529
Affective,161.jpg,data/CAT2000/trainSet/Stimuli/Affective/161.jpg,ROI_00,855,222,1149,652,294,430,126420
Affective,161.jpg,data/CAT2000/trainSet/Stimuli/Affective/161.jpg,ROI_01,1368,539,1471,630,103,91,9373
Affective,161.jpg,data/CAT2000/trainSet/Stimuli/Affective/161.jpg,ROI_02,598,781,742,929,144,148,21312
Affective,163.jpg,data/CAT2000/trainSet/Stimuli/Affective/163.jpg,ROI_00,681,258,1114,727,433,469,203077
Affective,165.jpg,data/CAT2000/trainSet/Stimuli/Affective/165.jpg,ROI_00,829,449,1139,693,310,244,75640
Affective,165.jpg,data/CAT2000/trainSet/Stimuli/Affective/165.jpg,ROI_01,1175,507,1345,694,170,187,31790
Affective,165.jpg,data/CAT2000/trainSet/Stimuli/Affective/165.jpg,ROI_02,681,721,799,826,118,105,12390
Affective,167.jpg,data/CAT2000/trainSet/Stimuli/Affective/167.jpg,ROI_00,689,431,1073,682,384,251,96384
Affective,167.jpg,data/CAT2000/trainSet/Stimuli/Affective/167.jpg,ROI_01,332,620,624,831,292,211,61612
Affective,169.jpg,data/CAT2000/trainSet/Stimuli/Affective/169.jpg,ROI_00,791,110,904,247,113,137,15481
Affective,169.jpg,data/CAT2000/trainSet/Stimuli/Affective/169.jpg,ROI_01,612,330,1043,678,431,348,149988
Affective,171.jpg,data/CAT2000/trainSet/Stimuli/Affective/171.jpg,ROI_00,427,67,572,241,145,174,25230
Affective,171.jpg,data/CAT2000/trainSet/Stimuli/Affective/171.jpg,ROI_01,820,153,1082,640,262,487,127594
Affective,173.jpg,data/CAT2000/trainSet/Stimuli/Affective/173.jpg,ROI_00,821,288,1156,691,335,403,135005
Affective,175.jpg,data/CAT2000/trainSet/Stimuli/Affective/175.jpg,ROI_00,663,246,1337,671,674,425,286450
Affective,177.jpg,data/CAT2000/trainSet/Stimuli/Affective/177.jpg,ROI_00,728,293,1262,732,534,439,234426
Affective,179.jpg,data/CAT2000/trainSet/Stimuli/Affective/179.jpg,ROI_00,855,251,1167,670,312,419,130728
Affective,181.jpg,data/CAT2000/trainSet/Stimuli/Affective/181.jpg,ROI_00,360,129,630,362,270,233,62910
Affective,181.jpg,data/CAT2000/trainSet/Stimuli/Affective/181.jpg,ROI_01,1145,199,1328,408,183,209,38247
Affective,181.jpg,data/CAT2000/trainSet/Stimuli/Affective/181.jpg,ROI_02,896,437,1064,617,168,180,30240
Affective,183.jpg,data/CAT2000/trainSet/Stimuli/Affective/183.jpg,ROI_00,1201,274,1350,412,149,138,20562
Affective,183.jpg,data/CAT2000/trainSet/Stimuli/Affective/183.jpg,ROI_01,885,406,1075,634,190,228,43320
Affective,183.jpg,data/CAT2000/trainSet/Stimuli/Affective/183.jpg,ROI_02,464,414,637,662,173,248,42904
Affective,183.jpg,data/CAT2000/trainSet/Stimuli/Affective/183.jpg,ROI_03,777,942,817,1006,40,64,2560
Affective,185.jpg,data/CAT2000/trainSet/Stimuli/Affective/185.jpg,ROI_00,506,195,676,397,170,202,34340
Affective,185.jpg,data/CAT2000/trainSet/Stimuli/Affective/185.jpg,ROI_01,859,226,1108,638,249,412,102588
Affective,187.jpg,data/CAT2000/trainSet/Stimuli/Affective/187.jpg,ROI_00,743,260,902,413,159,153,24327
Affective,187.jpg,data/CAT2000/trainSet/Stimuli/Affective/187.jpg,ROI_01,839,425,1036,620,197,195,38415
Affective,187.jpg,data/CAT2000/trainSet/Stimuli/Affective/187.jpg,ROI_02,144,700,241,771,97,71,6887
Affective,187.jpg,data/CAT2000/trainSet/Stimuli/Affective/187.jpg,ROI_03,720,948,826,1056,106,108,11448
Affective,189.jpg,data/CAT2000/trainSet/Stimuli/Affective/189.jpg,ROI_00,891,228,1273,620,382,392,149744
Affective,189.jpg,data/CAT2000/trainSet/Stimuli/Affective/189.jpg,ROI_01,756,1001,813,1071,57,70,3990
Affective,191.jpg,data/CAT2000/trainSet/Stimuli/Affective/191.jpg,ROI_00,697,371,1088,809,391,438,171258
Affective,193.jpg,data/CAT2000/trainSet/Stimuli/Affective/193.jpg,ROI_00,1147,54,1341,163,194,109,21146
Affective,193.jpg,data/CAT2000/trainSet/Stimuli/Affective/193.jpg,ROI_01,836,410,1143,828,307,418,128326
Affective,193.jpg,data/CAT2000/trainSet/Stimuli/Affective/193.jpg,ROI_02,651,877,747,962,96,85,8160
Affective,195.jpg,data/CAT2000/trainSet/Stimuli/Affective/195.jpg,ROI_00,729,313,1128,645,399,332,132468
Affective,195.jpg,data/CAT2000/trainSet/Stimuli/Affective/195.jpg,ROI_01,1079,648,1349,925,270,277,74790
Affective,197.jpg,data/CAT2000/trainSet/Stimuli/Affective/197.jpg,ROI_00,865,417,1295,777,430,360,154800
Affective,199.jpg,data/CAT2000/trainSet/Stimuli/Affective/199.jpg,ROI_00,960,48,1328,379,368,331,121808
Affective,199.jpg,data/CAT2000/trainSet/Stimuli/Affective/199.jpg,ROI_01,837,381,1110,631,273,250,68250
Indoor,001.jpg,data/CAT2000/trainSet/Stimuli/Indoor/001.jpg,ROI_00,762,178,1124,674,362,496,179552
Indoor,003.jpg,data/CAT2000/trainSet/Stimuli/Indoor/003.jpg,ROI_00,1533,231,1788,419,255,188,47940
Indoor,003.jpg,data/CAT2000/trainSet/Stimuli/Indoor/003.jpg,ROI_01,864,410,1107,722,243,312,75816
Indoor,003.jpg,data/CAT2000/trainSet/Stimuli/Indoor/003.jpg,ROI_02,487,495,666,670,179,175,31325
Indoor,005.jpg,data/CAT2000/trainSet/Stimuli/Indoor/005.jpg,ROI_00,787,80,1008,351,221,271,59891
Indoor,005.jpg,data/CAT2000/trainSet/Stimuli/Indoor/005.jpg,ROI_01,1581,359,1766,556,185,197,36445
Indoor,005.jpg,data/CAT2000/trainSet/Stimuli/Indoor/005.jpg,ROI_02,1258,402,1498,648,240,246,59040
Indoor,005.jpg,data/CAT2000/trainSet/Stimuli/Indoor/005.jpg,ROI_03,859,434,1100,667,241,233,56153
Indoor,007.jpg,data/CAT2000/trainSet/Stimuli/Indoor/007.jpg,ROI_00,883,409,1149,705,266,296,78736
Indoor,009.jpg,data/CAT2000/trainSet/Stimuli/Indoor/009.jpg,ROI_00,864,269,1119,640,255,371,94605
Indoor,011.jpg,data/CAT2000/trainSet/Stimuli/Indoor/011.jpg,ROI_00,767,372,1122,676,355,304,107920
Indoor,013.jpg,data/CAT2000/trainSet/Stimuli/Indoor/013.jpg,ROI_00,768,417,1070,852,302,435,131370
Indoor,013.jpg,data/CAT2000/trainSet/Stimuli/Indoor/013.jpg,ROI_01,936,864,1034,959,98,95,9310
Indoor,015.jpg,data/CAT2000/trainSet/Stimuli/Indoor/015.jpg,ROI_00,693,401,805,560,112,159,17808
Indoor,015.jpg,data/CAT2000/trainSet/Stimuli/Indoor/015.jpg,ROI_01,837,396,1133,652,296,256,75776
Indoor,017.jpg,data/CAT2000/trainSet/Stimuli/Indoor/017.jpg,ROI_00,776,275,1125,758,349,483,168567
Indoor,017.jpg,data/CAT2000/trainSet/Stimuli/Indoor/017.jpg,ROI_01,1322,632,1437,735,115,103,11845
Indoor,019.jpg,data/CAT2000/trainSet/Stimuli/Indoor/019.jpg,ROI_00,865,239,1330,629,465,390,181350
Indoor,019.jpg,data/CAT2000/trainSet/Stimuli/Indoor/019.jpg,ROI_01,499,255,592,357,93,102,9486
Indoor,021.jpg,data/CAT2000/trainSet/Stimuli/Indoor/021.jpg,ROI_00,805,303,1118,653,313,350,109550
Indoor,023.jpg,data/CAT2000/trainSet/Stimuli/Indoor/023.jpg,ROI_00,739,393,1137,719,398,326,129748
Indoor,025.jpg,data/CAT2000/trainSet/Stimuli/Indoor/025.jpg,ROI_00,404,109,528,217,124,108,13392
Indoor,025.jpg,data/CAT2000/trainSet/Stimuli/Indoor/025.jpg,ROI_01,701,321,1200,638,499,317,158183
Indoor,025.jpg,data/CAT2000/trainSet/Stimuli/Indoor/025.jpg,ROI_02,1488,521,1630,720,142,199,28258
Indoor,027.jpg,data/CAT2000/trainSet/Stimuli/Indoor/027.jpg,ROI_00,566,134,689,302,123,168,20664
Indoor,027.jpg,data/CAT2000/trainSet/Stimuli/Indoor/027.jpg,ROI_01,788,425,1084,645,296,220,65120
Indoor,027.jpg,data/CAT2000/trainSet/Stimuli/Indoor/027.jpg,ROI_02,745,774,918,884,173,110,19030
Indoor,029.jpg,data/CAT2000/trainSet/Stimuli/Indoor/029.jpg,ROI_00,845,359,1111,635,266,276,73416
Indoor,031.jpg,data/CAT2000/trainSet/Stimuli/Indoor/031.jpg,ROI_00,797,145,1153,631,356,486,173016
Indoor,033.jpg,data/CAT2000/trainSet/Stimuli/Indoor/033.jpg,ROI_00,846,373,1101,710,255,337,85935
Indoor,035.jpg,data/CAT2000/trainSet/Stimuli/Indoor/035.jpg,ROI_00,832,377,1327,642,495,265,131175
Indoor,037.jpg,data/CAT2000/trainSet/Stimuli/Indoor/037.jpg,ROI_00,599,271,1068,648,469,377,176813
Indoor,037.jpg,data/CAT2000/trainSet/Stimuli/Indoor/037.jpg,ROI_01,381,458,419,563,38,105,3990
Indoor,037.jpg,data/CAT2000/trainSet/Stimuli/Indoor/037.jpg,ROI_02,448,481,559,545,111,64,7104
Indoor,039.jpg,data/CAT2000/trainSet/Stimuli/Indoor/039.jpg,ROI_00,1069,213,1275,410,206,197,40582
Indoor,039.jpg,data/CAT2000/trainSet/Stimuli/Indoor/039.jpg,ROI_01,869,412,1105,667,236,255,60180
Indoor,041.jpg,data/CAT2000/trainSet/Stimuli/Indoor/041.jpg,ROI_00,1181,165,1334,350,153,185,28305
Indoor,041.jpg,data/CAT2000/trainSet/Stimuli/Indoor/041.jpg,ROI_01,940,283,1102,406,162,123,19926
Indoor,041.jpg,data/CAT2000/trainSet/Stimuli/Indoor/041.jpg,ROI_02,860,432,1345,663,485,231,112035
Indoor,043.jpg,data/CAT2000/trainSet/Stimuli/Indoor/043.jpg,ROI_00,517,155,720,391,203,236,47908
Indoor,043.jpg,data/CAT2000/trainSet/Stimuli/Indoor/043.jpg,ROI_01,802,401,1065,618,263,217,57071
Indoor,045.jpg,data/CAT2000/trainSet/Stimuli/Indoor/045.jpg,ROI_00,852,387,1149,617,297,230,68310
Indoor,045.jpg,data/CAT2000/trainSet/Stimuli/Indoor/045.jpg,ROI_01,460,566,614,680,154,114,17556
Indoor,045.jpg,data/CAT2000/trainSet/Stimuli/Indoor/045.jpg,ROI_02,1318,644,1464,799,146,155,22630
Indoor,047.jpg,data/CAT2000/trainSet/Stimuli/Indoor/047.jpg,ROI_00,828,152,1000,322,172,170,29240
Indoor,047.jpg,data/CAT2000/trainSet/Stimuli/Indoor/047.jpg,ROI_01,1179,191,1294,294,115,103,11845
Indoor,047.jpg,data/CAT2000/trainSet/Stimuli/Indoor/047.jpg,ROI_02,887,442,1069,723,182,281,51142
Indoor,047.jpg,data/CAT2000/trainSet/Stimuli/Indoor/047.jpg,ROI_03,834,774,1016,906,182,132,24024
Indoor,047.jpg,data/CAT2000/trainSet/Stimuli/Indoor/047.jpg,ROI_04,1055,821,1210,957,155,136,21080
Indoor,047.jpg,data/CAT2000/trainSet/Stimuli/Indoor/047.jpg,ROI_05,1513,919,1602,994,89,75,6675
