category,filename,unique_fixation_count,entropy,std_intensity
OutdoorManMade,075.mat,323,8.335390354693924,0.01247972288645071
OutdoorManMade,073.mat,335,8.388017285345136,0.012709393534012549
OutdoorManMade,081.mat,297,8.214319120800766,0.011966981744470162
OutdoorManMade,095.mat,379,8.566054038171089,0.013518154957217513
OutdoorManMade,071.mat,371,8.535275376620802,0.013374748003765287
OutdoorManMade,055.mat,345,8.430452551665532,0.012897659997221578
OutdoorManMade,057.mat,391,8.611024797307355,0.013730455256680216
OutdoorManMade,059.mat,367,8.519636252843213,0.0133024643716642
OutdoorManMade,061.mat,352,8.459431618637298,0.013027826768475427
OutdoorManMade,053.mat,399,8.640244936222345,0.013870182277715259
OutdoorManMade,065.mat,343,8.422064766172811,0.012860227340319975
OutdoorManMade,067.mat,345,8.430452551665532,0.012897659997221584
OutdoorManMade,069.mat,348,8.44294349584873,0.01295360602898806
OutdoorManMade,063.mat,322,8.330916878114614,0.012460392459411844
OutdoorNatural,127.mat,317,8.308339030139406,0.012363286693487064
OutdoorNatural,143.mat,276,8.108524456778168,0.0115362097652949
OutdoorNatural,141.mat,298,8.219168520462162,0.01198710835776995
OutdoorNatural,139.mat,290,8.179909090014934,0.01182513577468005
OutdoorNatural,137.mat,292,8.189824558880018,0.011865836319166856
OutdoorNatural,135.mat,288,8.169925001442312,0.01178429458073041
OutdoorNatural,133.mat,285,8.154818109052107,0.011722765854977729
OutdoorNatural,131.mat,274,8.098032082960525,0.011494341451379017
OutdoorNatural,129.mat,281,8.134426320220925,0.011640221367267665
OutdoorNatural,125.mat,320,8.321928094887364,0.012421641304074502
OutdoorNatural,103.mat,352,8.459431618637298,0.01302782676847543
OutdoorNatural,121.mat,327,8.35314682549808,0.012556746831539572
OutdoorNatural,119.mat,272,8.087462841250339,0.011452319991702513
OutdoorNatural,117.mat,284,8.149747119504681,0.011702184348890947
OutdoorNatural,115.mat,293,8.194756854422248,0.011886134299568382
OutdoorNatural,113.mat,348,8.44294349584873,0.012953606028988053
OutdoorNatural,111.mat,292,8.189824558880018,0.011865836319166857
OutdoorNatural,109.mat,310,8.276124405274237,0.012226042164230457
OutdoorNatural,107.mat,340,8.409390936137704,0.012803873028008561
OutdoorNatural,105.mat,331,8.370687406807216,0.012633300883695355
OutdoorNatural,145.mat,288,8.169925001442312,0.01178429458073041
OutdoorNatural,123.mat,305,8.252665432450248,0.012127058865040754
OutdoorNatural,147.mat,261,8.027905996569883,0.011218387263245398
OutdoorNatural,195.mat,314,8.294620748891628,0.012304655170194509
OutdoorNatural,151.mat,304,8.247927513443585,0.012107165038260604
OutdoorNatural,101.mat,347,8.438791852578259,0.012934984255985887
OutdoorNatural,193.mat,351,8.455327220304563,0.01300931130837893
OutdoorNatural,191.mat,325,8.344295907915816,0.012518294136473351
OutdoorNatural,189.mat,340,8.409390936137704,0.012803873028008565
OutdoorNatural,187.mat,330,8.366322214245814,0.0126142059543608
OutdoorNatural,185.mat,346,8.434628227636725,0.012916335617574892
OutdoorNatural,183.mat,354,8.467605550082995,0.013064778914936584
OutdoorNatural,181.mat,380,8.56985560833095,0.013535973921909777
OutdoorNatural,179.mat,368,8.523561956057012,0.01332057207886759
OutdoorNatural,177.mat,327,8.35314682549808,0.01255674683153957
OutdoorNatural,149.mat,262,8.033423001537452,0.011239855169951338
OutdoorNatural,175.mat,288,8.169925001442312,0.011784294580730407
OutdoorNatural,171.mat,357,8.4797802640291,0.013120011863096942
OutdoorNatural,169.mat,277,8.113742166049189,0.011557087012962155
OutdoorNatural,167.mat,278,8.118941072723509,0.011577926594876008
OutdoorNatural,165.mat,302,8.23840473932508,0.012067278937826156
OutdoorNatural,163.mat,307,8.262094845370179,0.01216674887657843
OutdoorNatural,161.mat,267,8.060695931687555,0.011346585148453976
OutdoorNatural,159.mat,296,8.209453365628951,0.011946821204777008
OutdoorNatural,157.mat,319,8.31741261376487,0.012402220293626807
OutdoorNatural,155.mat,309,8.271463027904371,0.012206309756627409
OutdoorNatural,153.mat,317,8.308339030139406,0.01236328669348707
OutdoorNatural,173.mat,291,8.184875342908283,0.011845503537376819
OutdoorNatural,099.mat,301,8.2336196767597,0.012047286338234509
OutdoorNatural,051.mat,369,8.527477006060394,0.013338655186790055
OutdoorNatural,095.mat,364,8.507794640198696,0.013247992644995222
OutdoorNatural,039.mat,318,8.312882955284355,0.012382768804716867
OutdoorNatural,037.mat,303,8.243173983472953,0.012087238449954515
OutdoorNatural,035.mat,310,8.276124405274237,0.012226042164230455
OutdoorNatural,033.mat,361,8.49585502688717,0.013193295861841118
OutdoorNatural,031.mat,266,8.055282435501187,0.011325319660100615
OutdoorNatural,029.mat,375,8.550746785383245,0.0134466427976232
OutdoorNatural,027.mat,356,8.4757334309664,0.013101626770076875
OutdoorNatural,025.mat,380,8.56985560833095,0.013535973921909781
OutdoorNatural,023.mat,376,8.554588851677636,0.0134645564707752
OutdoorNatural,021.mat,343,8.422064766172811,0.012860227340319977
OutdoorNatural,019.mat,350,8.451211111832329,0.012990769440725674
OutdoorNatural,017.mat,374,8.546894459887639,0.013428705210626746
OutdoorNatural,015.mat,332,8.375039431346927,0.01265236697664858
OutdoorNatural,013.mat,385,8.58871463558226,0.01362471892825574
OutdoorNatural,011.mat,343,8.422064766172811,0.012860227340319975
OutdoorNatural,009.mat,286,8.159871336778387,0.011743311269854895
OutdoorNatural,007.mat,292,8.189824558880018,0.01186583631916686
OutdoorNatural,005.mat,294,8.199672344836365,0.011906397656569237
OutdoorNatural,003.mat,324,8.339850002884626,0.012499023399350053
OutdoorNatural,001.mat,264,8.044394119358454,0.011282668379100025
OutdoorNatural,197.mat,351,8.455327220304563,0.013009311308378933
OutdoorNatural,041.mat,288,8.169925001442312,0.011784294580730412
OutdoorNatural,043.mat,295,8.204571144249204,0.011926626566644952
OutdoorNatural,045.mat,338,8.400879436282182,0.012766165191896432
OutdoorNatural,047.mat,286,8.159871336778387,0.011743311269854909
OutdoorNatural,093.mat,350,8.451211111832329,0.012990769440725676
OutdoorNatural,091.mat,332,8.375039431346927,0.012652366976648581
OutdoorNatural,089.mat,333,8.379378367071261,0.012671404363386898
OutdoorNatural,087.mat,335,8.388017285345136,0.012709393534012545
OutdoorNatural,085.mat,328,8.357552004618086,0.01257592906093749
OutdoorNatural,083.mat,283,8.14465824283188,0.011681566560829325
OutdoorNatural,081.mat,363,8.50382573799575,0.013229785527830433
OutdoorNatural,079.mat,351,8.455327220304563,0.013009311308378933
OutdoorNatural,077.mat,306,8.257387842692651,0.012146920091262241
OutdoorNatural,075.mat,340,8.409390936137704,0.012803873028008566
OutdoorNatural,097.mat,335,8.388017285345136,0.012709393534012545
OutdoorNatural,073.mat,337,8.39660478118186,0.012747269417557426
OutdoorNatural,069.mat,312,8.285402218862252,0.012265411687331954
OutdoorNatural,067.mat,309,8.271463027904371,0.01220630975662741
OutdoorNatural,065.mat,326,8.348728154231079,0.012537535235120549
OutdoorNatural,063.mat,317,8.308339030139406,0.01236328669348706
OutdoorNatural,061.mat,338,8.400879436282182,0.012766165191896434
OutdoorNatural,059.mat,394,8.622051819456374,0.013783019013163424
OutdoorNatural,057.mat,357,8.4797802640291,0.013120011863096928
OutdoorNatural,055.mat,342,8.417852514885897,0.012841470066444894
OutdoorNatural,053.mat,397,8.632995197142957,0.013835382918174889
OutdoorNatural,049.mat,275,8.103287808412023,0.011515294647009936
OutdoorNatural,071.mat,311,8.280770770130601,0.012245742756697419
OutdoorNatural,199.mat,313,8.290018846932618,0.012285049108210147
